data_time,hyyhs_cnt,hyjzyhs_cnt,tgyhzs_cnt,data_update_time
20200314,3760034.0,55174.0,85855726.0,2020-3-15 6:48
20200315,3756621.0,68296.0,86721528.0,2020-3-16 6:44
20200316,3680010.0,247292.0,87762174.0,2020-3-17 6:39
20200317,4166709.0,909208.0,88891478.0,2020-3-18 6:43
20200318,4191393.0,1038004.0,90036438.0,2020-3-19 6:47
20200319,4099742.0,1052958.0,91224410.0,2020-3-20 6:47
20200320,4253500.0,1050580.0,92502768.0,2020-3-21 6:45
20200321,3895421.0,874398.0,93518770.0,2020-3-22 6:38
20200322,3865167.0,802808.0,94354946.0,2020-3-23 6:42
20200323,4162578.0,1009244.0,95452162.0,2020-3-24 6:41
20200324,3699734.0,946594.0,96634600.0,2020-3-25 6:51
20200325,2775331.0,734570.0,97759360.0,2020-3-26 6:46
20200326,4523715.0,871906.0,99062982.0,2020-3-27 6:47
20200327,4430776.0,215972.0,100634888.0,2020-3-28 6:52
20200328,3987468.0,915830.0,101666714.0,2020-3-29 6:56
20200329,3759308.0,852714.0,102554250.0,2020-3-30 6:49
20200330,4382364.0,0.0,103915716.0,2020-3-31 6:47
20200331,4626697.0,0.0,105350582.0,2020-4-1 6:48
20200401,4817269.0,0.0,106548733.0,2020-4-2 6:51
20200402,4576988.0,1065281.0,110683895.0,2020-4-3 7:10
20200403,1155724.0,1087737.0,111695247.0,2020-4-4 10:30
20200404,974156.0,901764.0,112417281.0,2020-4-5 7:01
20200405,864525.0,809877.0,113139721.0,2020-4-6 6:54
20200406,4633972.0,805915.0,114111203.0,2020-4-7 6:55
20200407,5010298.0,1066088.0,115088970.0,2020-4-8 7:18
20200408,4939617.0,1105495.0,116151791.0,2020-4-9 7:06
20200409,5121567.0,962682.0,114153646.0,2020-4-10 6:50
20200410,5087882.0,1095366.0,115276698.0,2020-4-11 6:46
20200411,4651167.0,844144.0,116107372.0,2020-4-12 6:50
20200412,4603002.0,771190.0,112169392.0,2020-4-13 6:49
20200413,5151484.0,1018828.0,117907030.0,2020-4-14 6:47
20200414,5230854.0,1016230.0,119029706.0,2020-4-15 6:48
20200415,5337644.0,1022764.0,120171062.0,2020-4-16 6:48
20200416,5291143.0,983254.0,121264918.0,2020-4-17 6:46
20200417,5460651.0,972008.0,122276172.0,2020-4-18 6:45
20200418,5039707.0,774116.0,123055434.0,2020-4-19 6:47
20200419,4820087.0,740290.0,123743312.0,2020-4-20 6:47
20200420,5535472.0,973902.0,124785700.0,2020-4-21 6:41
20200421,5725999.0,983556.0,125939966.0,2020-4-22 6:42
20200422,5782358.0,1031780.0,127177130.0,2020-4-23 6:42
20200423,6045074.0,1031046.0,128417556.0,2020-4-24 6:54
20200424,6263924.0,977052.0,129635714.0,2020-4-25 6:56
20200425,5703122.0,769142.0,130520490.0,2020-4-26 6:52
20200426,6215483.0,920724.0,131625716.0,2020-4-27 6:58
20200427,6351190.0,997558.0,132917660.0,2020-4-28 6:52
20200428,6483152.0,999340.0,134240288.0,2020-4-29 6:52
20200429,6384136.0,986538.0,135480620.0,2020-4-30 6:58
20200430,3009832.0,921002.0,136405974.0,2020-5-1 6:55
20200501,2991028.0,679460.0,137021052.0,2020-5-2 6:57
20200502,1063533.0,679872.0,137524750.0,2020-5-3 7:00
20200503,5641138.0,723572.0,138065780.0,2020-5-4 7:07
20200504,5451672.0,726320.0,138574194.0,2020-5-5 7:04
20200505,5376133.0,722854.0,139082070.0,2020-5-6 6:57
20200506,5605298.0,865056.0,139801196.0,2020-5-7 7:02
20200507,5863171.0,784082.0,140522240.0,2020-5-8 7:02
20200508,5808278.0,615644.0,141294300.0,2020-5-9 7:04
20200509,5534779.0,335628.0,141997496.0,2020-5-10 6:57
20200510,5320636.0,292490.0,142622810.0,2020-5-11 6:57
20200511,5760366.0,680990.0,143425486.0,2020-5-12 7:01
20200512,6034534.0,849026.0,144253868.0,2020-5-13 7:06
20200513,5923085.0,920860.0,145126286.0,2020-5-14 7:01
20200514,5922695.0,936198.0,146071246.0,2020-5-15 7:09
20200515,6088215.0,931004.0,146870546.0,2020-5-16 7:30
20200516,6018467.0,746974.0,147635614.0,2020-5-17 7:07
20200517,6254053.0,706472.0,148248160.0,2020-5-18 7:09
20200518,5881537.0,912054.0,149083330.0,2020-5-19 7:16
20200519,6892715.0,958372.0,148242674.0,2020-5-20 7:17
20200520,6600959.0,956562.0,151371382.0,2020-5-21 7:35
20200521,6840747.0,982992.0,152352652.0,2020-5-22 7:34
20200522,6935580.0,940280.0,153231192.0,2020-5-23 7:29
20200523,6416538.0,745594.0,153870094.0,2020-5-24 7:29
20200524,6644460.0,682794.0,154442082.0,2020-5-25 7:30
20200525,7011179.0,894832.0,155223500.0,2020-5-26 7:54
20200526,7142855.0,966018.0,156178764.0,2020-5-27 7:58
20200527,7457734.0,1017778.0,157203986.0,2020-5-28 8:03
20200528,7281930.0,1032946.0,158183004.0,2020-5-29 8:14
20200529,6994085.0,972288.0,159111782.0,2020-5-30 9:32
20200530,6729056.0,799736.0,159841684.0,2020-5-31 7:57
20200531,0.0,786502.0,160449718.0,2020-6-1 7:51
20200601,6907669.0,836118.0,161007562.0,2020-6-2 8:56
20200602,7280701.0,905304.0,161660624.0,2020-6-3 9:36
20200603,7631556.0,982464.0,162360214.0,2020-6-4 10:52
20200604,7516420.0,976792.0,162970726.0,2020-6-6 0:16
20200605,7890425.0,962948.0,163685010.0,2020-6-6 9:24
20200606,7687033.0,817390.0,164193808.0,2020-6-7 9:20
20200607,7588020.0,755646.0,164632946.0,2020-6-8 9:00
20200608,8003538.0,967182.0,165274984.0,2020-6-9 8:41
20200609,7818128.0,962722.0,165979776.0,2020-6-10 8:58
20200610,9291313.0,2138852.0,166764830.0,2020-6-11 9:34
20200611,9596721.0,2211482.0,167504804.0,2020-6-12 9:27
20200612,8592937.0,948190.0,168223630.0,2020-6-13 9:30
20200613,7835548.0,369116.0,168746462.0,2020-6-14 8:59
20200614,7609982.0,83912.0,169209550.0,2020-6-15 10:14
20200615,8143282.0,24532.0,169825814.0,2020-6-16 10:16
20200616,8614592.0,1954.0,170428938.0,2020-6-17 9:33
20200617,8614897.0,4.0,171218802.0,2020-6-18 9:07
20200618,8355937.0,8.0,171793206.0,2020-6-19 8:02
20200619,8003944.0,3866.0,172419716.0,2020-6-20 8:33
20200620,4089904.0,386.0,173214626.0,2020-6-21 8:34
20200621,7803499.0,12.0,173795456.0,2020-6-22 8:21
20200622,7925086.0,12.0,174629196.0,2020-6-23 8:46
20200623,8326936.0,230200.0,175485900.0,2020-6-24 9:10
20200624,8002361.0,214346.0,176280216.0,2020-6-25 8:26
20200625,7868857.0,4188.0,176897828.0,2020-6-26 8:36
20200626,8602802.0,1120414.0,177526618.0,2020-6-27 9:23
20200627,10079123.0,2995026.0,178099818.0,2020-6-28 9:47
20200629,11927819.0,4683164.0,179776234.0,2020-7-3 15:07
20200630,13000599.0,4569224.0,180586962.0,2020-7-1 10:23
20200701,12258497.0,4142578.0,181116414.0,2020-7-2 10:10
20200702,9835301.0,3646.0,181641048.0,2020-7-3 10:05
20200703,11795670.0,3965348.0,182047220.0,2020-7-4 9:09
20200704,11220939.0,3536724.0,182438372.0,2020-7-5 9:45
20200705,11614769.0,3413924.0,182790918.0,2020-7-6 8:17
20200706,12416119.0,3977438.0,183287944.0,2020-7-7 8:19
20200707,12557392.0,3792490.0,183794896.0,2020-7-8 8:53
20200708,12234440.0,3874430.0,184371784.0,2020-7-9 8:22
20200709,12452853.0,3964478.0,184948938.0,2020-7-10 8:54
20200710,12647051.0,4096654.0,185567080.0,2020-7-11 8:42
20200711,11839786.0,3325362.0,185945098.0,2020-7-12 8:27
20200712,11574689.0,3246386.0,186277230.0,2020-7-13 8:57
20200713,12672140.0,3697804.0,186801012.0,2020-7-14 8:57
20200714,12610317.0,3837024.0,187382144.0,2020-7-15 9:03
20200715,12873451.0,3829954.0,187958238.0,2020-7-16 9:20
20200716,12431459.0,3823228.0,188527760.0,2020-7-17 9:20
20200717,12027694.0,3867824.0,189008664.0,2020-7-18 9:50
20200718,11674692.0,3289842.0,189406984.0,2020-7-19 9:05
20200719,11636456.0,3258700.0,189759174.0,2020-7-20 9:03
20200720,9914594.0,3775748.0,190306280.0,2020-7-21 9:24
20200724,4243930.0,0.0,25992112.0,2020-7-25 9:56
20200725,7498234.0,3525823.0,192885271.0,2020-7-26 9:31
20200726,7401703.0,3349206.0,193262513.0,2020-7-27 10:15
20200727,10035101.0,3912044.0,193896364.0,2020-7-28 10:19
20200728,8208671.0,3952498.0,194523988.0,2020-7-29 9:58
20200731,8281013.0,3819628.0,196328110.0,2020-8-1 10:02
20200803,10509336.0,4956142.0,26359622.0,2020-8-4 8:08
20200804,10167640.0,4940120.0,197878102.0,2020-8-5 8:15
20200805,10834837.0,4914530.0,198372390.0,2020-8-6 7:49
20200806,11003431.0,4896520.0,198956590.0,2020-8-7 7:48
20200807,11014900.0,4644400.0,199458114.0,2020-8-8 7:46
20200808,7683827.0,2469788.0,199852300.0,2020-8-9 8:00
20200810,10471869.0,5007440.0,200779416.0,2020-8-11 8:40
20200811,10138424.0,4828088.0,201337546.0,2020-8-12 8:37
20200812,8743291.0,4538496.0,201888012.0,2020-8-13 8:56
20200813,4593895.0,4604408.0,202484742.0,2020-8-14 8:40
20200814,9454553.0,4651556.0,203128720.0,2020-8-15 9:11
20200815,9263033.0,4329204.0,203588122.0,2020-8-16 8:47
20200817,9930539.0,6054170.0,204659474.0,2020-10-8 14:38
20200819,9717285.0,4557852.0,205849520.0,2020-8-20 7:22
20200820,8969495.0,4394280.0,206725526.0,2020-8-21 7:19
20200821,9993952.0,4193362.0,207468844.0,2020-8-22 7:02
20200822,9252878.0,3890658.0,208076722.0,2020-8-23 7:26
20200823,8610971.0,3799278.0,208598774.0,2020-8-24 7:36
20200824,9618732.0,4060322.0,209290200.0,2020-8-25 7:28
20200825,9124958.0,4161570.0,209967410.0,2020-8-26 8:09
20200826,9462942.0,4353256.0,210780064.0,2020-8-27 7:30
20200827,9219613.0,4251236.0,211554296.0,2020-8-28 7:33
20200828,8899520.0,4254870.0,212320034.0,2020-8-29 7:26
20200829,8336686.0,3869958.0,212980238.0,2020-8-30 7:42
20200830,8195847.0,2881070.0,213565876.0,2020-8-31 7:05
20200831,8844648.0,3868688.0,214332144.0,2020-9-1 7:42
20200901,8793416.0,4149198.0,214804846.0,2020-9-2 7:44
20200902,9226617.0,4171688.0,215330034.0,2020-9-3 8:08
20200903,9157063.0,4429786.0,215863436.0,2020-9-4 8:10
20200904,8901080.0,4422808.0,216402542.0,2020-9-5 7:52
20200905,8034001.0,3748438.0,216787050.0,2020-9-6 6:54
20200906,7885316.0,3666600.0,217126214.0,2020-9-7 6:53
20200907,7926275.0,4232332.0,217611740.0,2020-9-8 6:56
20200908,8774990.0,4198342.0,218134664.0,2020-9-9 6:54
20200909,8382148.0,4242734.0,218709012.0,2020-9-10 6:54
20200910,9252693.0,5051472.0,219314354.0,2020-9-11 6:48
20200911,7281164.0,4024688.0,219808874.0,2020-9-12 6:51
20200912,7943360.0,3474108.0,220230374.0,2020-9-13 6:57
20200913,8297061.0,3413264.0,220606552.0,2020-9-14 6:46
20200914,8950495.0,4003668.0,221165740.0,2020-9-15 6:56
20200915,9495709.0,4016082.0,221728270.0,2020-9-16 6:57
20200916,8848938.0,4036528.0,222351282.0,2020-9-17 6:54
20200917,8575322.0,3937628.0,222929980.0,2020-9-18 6:59
20200918,8655669.0,3709270.0,223509364.0,2020-9-19 7:00
20200919,5644965.0,3295294.0,223933024.0,2020-9-20 6:57
20200920,5427796.0,3219734.0,224293932.0,2020-9-21 7:07
20200921,7670789.0,3810222.0,224828712.0,2020-9-22 7:03
20200922,7777732.0,3755696.0,225417540.0,2020-9-23 7:02
20200923,7879514.0,3728678.0,226056968.0,2020-9-24 7:02
20200924,8127425.0,3683920.0,226686976.0,2020-9-25 6:58
20200925,8055209.0,3941598.0,227363490.0,2020-9-26 7:00
20200926,4229688.0,3987748.0,227831676.0,2020-9-27 7:08
20200927,8524016.0,3761552.0,228411398.0,2020-9-28 7:14
20200928,8337922.0,3413808.0,229047868.0,2020-9-29 9:38
20200929,3568867.0,3558908.0,227033218.0,2020-9-30 7:07
20200930,0.0,3168882.0,230078580.0,2020-10-1 8:34
20201001,6755695.0,3025790.0,230303990.0,2020-10-2 7:06
20201002,7398265.0,3023676.0,230525040.0,2020-10-3 7:32
20201003,7705567.0,3071602.0,230780876.0,2020-10-4 8:06
20201004,8184646.0,3063096.0,231034806.0,2020-10-5 7:22
20201005,8032006.0,2989114.0,231287406.0,2020-10-6 7:18
20201006,8105401.0,3015574.0,231541114.0,2020-10-7 7:34
20201007,8189265.0,2950144.0,231803710.0,2020-10-8 7:14
20201008,8994139.0,3061036.0,232071812.0,2020-10-9 7:12
20201009,9270001.0,3754282.0,232492252.0,2020-10-10 7:29
20201010,10168112.0,4372658.0,233097174.0,2020-10-11 7:39
20201011,7988526.0,3324798.0,233400026.0,2020-10-12 7:34
20201012,0.0,3640462.0,233844608.0,2020-10-13 7:39
20201013,6514211.0,3648932.0,234312510.0,2020-10-14 7:49
20201014,6243455.0,3623700.0,234778362.0,2020-10-15 7:42
20201015,6477069.0,3691994.0,235246410.0,2020-10-16 7:19
20201016,8376696.0,3652352.0,235722874.0,2020-10-17 7:24
20201017,8199060.0,3171384.0,236117632.0,2020-10-18 7:33
20201018,5704129.0,3066240.0,236421606.0,2020-10-19 7:29
20201019,8612286.0,3576360.0,236887886.0,2020-10-20 7:19
20201020,8858003.0,3639456.0,237363222.0,2020-10-21 7:34
20201021,8417724.0,3632288.0,237862578.0,2020-10-22 7:31
20201022,8807640.0,3580386.0,238325962.0,2020-10-23 7:37
20201023,7509260.0,3651834.0,238759966.0,2020-10-24 7:41
20201024,7277932.0,3255212.0,239161782.0,2020-10-25 7:31
20201025,7337045.0,3341040.0,239528464.0,2020-10-26 7:29
20201026,8181620.0,3828456.0,240034538.0,2020-10-27 8:12
20201027,9425930.0,4034222.0,240710202.0,2020-10-28 7:35
20201028,9055428.0,4220954.0,241395890.0,2020-10-29 7:36
20201029,8417375.0,4136200.0,242139690.0,2020-10-30 7:34
20201030,8805102.0,4112268.0,242792914.0,2020-10-31 7:38
20201031,0.0,3836056.0,243217980.0,2020-11-1 7:56
20201101,9315550.0,3862114.0,243534480.0,2020-11-2 7:49
20201102,11731146.0,4342632.0,244036552.0,2020-11-3 7:55
20201103,11539843.0,4595504.0,244585276.0,2020-11-4 9:37
20201104,11566005.0,4676980.0,245160506.0,2020-11-5 7:43
20201105,12085979.0,4840120.0,245857298.0,2020-11-6 7:18
20201106,11827766.0,4793930.0,246485400.0,2020-11-7 7:25
20201107,10594006.0,4331470.0,246997914.0,2020-11-8 7:39
20201108,10795353.0,4159190.0,247365628.0,2020-11-9 7:38
20201109,11433528.0,4839488.0,247974088.0,2020-11-10 7:26
20201110,10538098.0,5309012.0,248685824.0,2020-11-11 7:31
20201111,9687537.0,4951934.0,249405388.0,2020-11-12 7:28
20201112,9789182.0,4891608.0,250084566.0,2020-11-13 7:17
20201113,11918277.0,4842210.0,250878306.0,2020-11-14 7:10
20201114,9863509.0,4396248.0,251426846.0,2020-11-15 7:04
20201115,9636028.0,4336062.0,251923546.0,2020-11-16 7:10
20201116,6033453.0,2548021.0,127872366.0,2020-11-17 7:08
20201117,11095517.0,5096604.0,253274236.0,2020-11-18 7:09
20201118,10482662.0,5201752.0,254019222.0,2020-11-19 7:15
20201119,12120495.0,5036944.0,254808954.0,2020-11-20 7:10
20201120,12012908.0,5040542.0,255496600.0,2020-11-21 7:13
20201121,11996958.0,4818922.0,255946874.0,2020-11-22 7:01
20201122,11799754.0,4804832.0,256448156.0,2020-11-23 7:07
20201123,12512971.0,5438508.0,257087946.0,2020-11-24 7:40
20201124,12687936.0,5475824.0,257767790.0,2020-11-25 7:18
20201125,13074374.0,5580024.0,258475412.0,2020-11-26 7:14
20201126,13193756.0,5648136.0,259196514.0,2020-11-27 7:05
20201127,11596638.0,5665502.0,259789684.0,2020-11-28 7:07
20201128,10532866.0,5195044.0,260180022.0,2020-11-29 7:08
20201129,7166368.0,5153940.0,260621828.0,2020-12-1 16:52
20201130,8424123.0,5835244.0,261157890.0,2020-12-1 7:23
20201201,10262577.0,6032428.0,261668022.0,2020-12-2 7:31
20201202,11091493.0,6135278.0,262122254.0,2020-12-3 7:01
20201203,11894146.0,6207884.0,262444124.0,2020-12-4 7:02
20201204,12954016.0,6244838.0,262793160.0,2020-12-5 7:03
20201205,12083452.0,5701662.0,263074902.0,2020-12-6 7:06
20201206,11750259.0,5548582.0,263329630.0,2020-12-7 7:12
20201207,13119652.0,6228816.0,263646094.0,2020-12-8 7:09
20201208,13906849.0,6454262.0,265432004.0,2020-12-9 7:09
20201209,13933889.0,6515908.0,265854994.0,2020-12-10 7:07
20201210,14632255.0,7647530.0,267250810.0,2020-12-11 7:10
20201211,13905471.0,6494996.0,267833824.0,2020-12-12 7:14
20201212,12329100.0,5739692.0,268266694.0,2020-12-13 7:07
20201213,12617769.0,5823712.0,268643196.0,2020-12-14 7:03
20201214,14310377.0,6653952.0,269168272.0,2020-12-15 7:14
20201215,15280048.0,6604004.0,269706730.0,2020-12-16 6:59
20201216,15186297.0,6554228.0,270250004.0,2020-12-17 7:01
20201217,14171163.0,6578824.0,270798266.0,2020-12-18 7:11
20201218,10431630.0,6484228.0,271345756.0,2020-12-19 7:07
20201219,10147920.0,6060906.0,271789814.0,2020-12-20 7:07
20201220,15368865.0,5872306.0,272014514.0,2020-12-21 7:10
20201221,13670167.0,6358164.0,272587916.0,2020-12-22 7:13
20201222,15173621.0,6562640.0,273318130.0,2020-12-23 7:08
20201223,14665575.0,6634176.0,273934184.0,2020-12-24 7:08
20201224,14361430.0,6361418.0,274525150.0,2020-12-25 7:05
20201225,12079535.0,6294912.0,275091880.0,2020-12-26 7:08
20201226,11673585.0,5800826.0,275531978.0,2020-12-27 7:07
20201227,11716366.0,5794030.0,275893738.0,2020-12-28 7:06
20201228,12764010.0,6413724.0,276394924.0,2020-12-29 7:05
20201229,12724629.0,6576374.0,276898720.0,2020-12-30 7:01
20201230,11861256.0,6415776.0,277374482.0,2020-12-31 7:08
20201231,11477675.0,6236514.0,277744090.0,2021-1-1 7:06
20210101,11787530.0,6173584.0,277947256.0,2021-1-2 7:13
20210102,11749230.0,6225254.0,278124440.0,2021-1-3 7:08
20210103,11659559.0,6332192.0,278303408.0,2021-1-4 7:11
20210104,13797263.0,6989906.0,278606852.0,2021-1-5 7:11
20210105,13762172.0,7067994.0,278917908.0,2021-1-6 7:14
20210106,13923989.0,6974810.0,279224984.0,2021-1-7 7:11
20210107,14145748.0,7057690.0,279523198.0,2021-1-8 7:14
20210108,14041694.0,6839482.0,279812642.0,2021-1-9 7:10
20210109,14188851.0,6427826.0,280054368.0,2021-1-10 7:10
20210110,14448050.0,6925290.0,280376116.0,2021-1-11 7:05
20210111,14111015.0,6777080.0,280667470.0,2021-1-12 7:03
20210112,12803746.0,6565456.0,280945776.0,2021-1-13 7:18
20210113,13541969.0,6483518.0,281219060.0,2021-1-14 7:08
20210114,13538202.0,6378680.0,281472730.0,2021-1-15 7:02
20210115,13806934.0,6356524.0,281735002.0,2021-1-16 7:07
20210116,13061049.0,5962164.0,281935518.0,2021-1-17 7:08
20210117,12884646.0,5680348.0,282115226.0,2021-1-18 7:00
20210118,13286996.0,6213448.0,282376340.0,2021-1-19 7:08
20210119,8755256.0,2779204.0,32182432.0,2021-1-20 20:21
20210120,11961361.0,6110806.0,282918374.0,2021-1-21 7:24
20210121,11879278.0,6029606.0,283220876.0,2021-1-22 6:55
20210122,11855635.0,5929232.0,283486360.0,2021-1-23 7:19
20210123,11191051.0,5594306.0,283704344.0,2021-1-24 7:11
20210124,11950697.0,5699150.0,283900804.0,2021-1-25 7:11
20210125,12799670.0,6185448.0,284169470.0,2021-1-26 7:32
20210126,12649557.0,5995814.0,284431280.0,2021-1-27 7:07
20210127,12639200.0,5871182.0,284663834.0,2021-1-28 7:32
20210128,12630939.0,5850470.0,284883264.0,2021-1-29 7:23
20210129,12379734.0,5754828.0,285114096.0,2021-1-30 7:13
20210130,12616118.0,5429030.0,285291620.0,2021-1-31 7:09
20210131,12545440.0,5537256.0,285456186.0,2021-2-1 7:07
20210201,13062030.0,7066498.0,286263078.0,2021-2-2 7:23
20210202,13251980.0,6410968.0,286519132.0,2021-2-3 7:35
20210203,13355845.0,6485046.0,286768594.0,2021-2-4 7:12
20210204,13485123.0,6406272.0,287046414.0,2021-2-5 7:09
20210205,13472069.0,6285156.0,287290870.0,2021-2-6 7:09
20210206,13018153.0,5709982.0,287469376.0,2021-2-7 7:33
20210207,13476886.0,6084614.0,287668898.0,2021-2-8 7:00
20210208,13505157.0,6144090.0,287898580.0,2021-2-9 7:04
20210209,13412033.0,6008174.0,288096558.0,2021-2-10 7:14
20210210,13616600.0,6102844.0,288287162.0,2021-2-11 7:15
20210211,12309337.0,4953348.0,288389086.0,2021-2-12 7:08
20210212,11887722.0,4505008.0,288456804.0,2021-2-13 7:04
20210213,11876248.0,4517826.0,288526570.0,2021-2-14 7:11
20210214,11897668.0,4491240.0,288591744.0,2021-2-15 7:12
20210215,12062046.0,4582584.0,288667060.0,2021-2-16 7:11
20210216,11761728.0,4631142.0,288751362.0,2021-2-17 7:17
20210217,11767632.0,4756434.0,288840470.0,2021-2-18 6:52
20210218,12616695.0,5274684.0,288993370.0,2021-2-19 7:11
20210219,12586130.0,5283590.0,289181592.0,2021-2-20 6:54
20210220,12301129.0,5208086.0,289369348.0,2021-2-21 7:15
20210221,11998099.0,4905694.0,289511200.0,2021-2-22 7:12
20210222,12453620.0,5379786.0,289731482.0,2021-2-23 6:55
20210223,12650669.0,5275700.0,289870098.0,2021-2-24 7:06
20210224,12609828.0,5320324.0,290099324.0,2021-2-25 6:54
20210225,13412949.0,5298166.0,290386952.0,2021-2-26 7:09
20210226,12757976.0,5066630.0,290599286.0,2021-2-27 7:11
20210227,12675538.0,4873432.0,290777916.0,2021-2-28 7:11
20210228,12741958.0,5100418.0,290949860.0,2021-3-1 7:10
20210301,13397065.0,5541436.0,291136244.0,2021-3-2 7:13
20210302,12650163.0,5502388.0,291344484.0,2021-3-3 7:10
20210303,12989087.0,5684324.0,291579172.0,2021-3-4 7:22
20210304,12915718.0,5547380.0,291829164.0,2021-3-5 7:15
20210305,13395493.0,5481396.0,292097516.0,2021-3-6 7:23
20210306,12787061.0,5059924.0,292255330.0,2021-3-7 7:12
20210307,12100885.0,4884854.0,292392296.0,2021-3-8 7:21
20210308,13458525.0,5214656.0,292611588.0,2021-3-9 11:21
20210309,13452811.0,5434474.0,292755190.0,2021-3-10 7:06
20210310,13660306.0,5955694.0,293226556.0,2021-3-11 7:06
20210311,13266096.0,5406978.0,293545832.0,2021-3-12 13:08
20210312,13007803.0,5260576.0,293851306.0,2021-3-13 11:03
20210313,12316681.0,4797908.0,294085994.0,2021-3-16 15:15
20210314,12399910.0,4739726.0,294258696.0,2021-3-17 12:32
20210315,12971019.0,5370140.0,294521598.0,2021-3-16 8:20
20210316,12835579.0,5120300.0,294811252.0,2021-3-17 7:10
20210317,12412890.0,5080830.0,295099582.0,2021-3-18 7:15
20210318,10866403.0,5198114.0,295399104.0,2021-3-19 6:44
20210319,8555931.0,4762528.0,295716570.0,2021-3-20 6:55
20210320,7733404.0,3753088.0,295990228.0,2021-3-21 6:54
20210321,7614632.0,3622880.0,296212880.0,2021-3-22 6:52
20210322,10308644.0,4080362.0,296485060.0,2021-3-23 6:48
20210323,10075028.0,4157066.0,296935406.0,2021-3-24 6:56
20210324,10490405.0,5023404.0,297294224.0,2021-3-25 6:58
20210325,10910664.0,5015974.0,297677914.0,2021-3-26 7:12
20210326,10327168.0,5052358.0,298028462.0,2021-3-27 7:01
20210327,10208298.0,4602690.0,298296040.0,2021-3-28 7:01
20210328,10300434.0,4497158.0,298544262.0,2021-3-29 6:50
20210329,10672650.0,5009664.0,298899310.0,2021-3-30 7:08
20210330,12617659.0,5095760.0,299283706.0,2021-3-31 6:56
20210331,11297535.0,5107626.0,299647980.0,2021-4-1 7:01
20210401,11433283.0,5358534.0,299975670.0,2021-4-2 7:04
20210402,10732607.0,5333312.0,300305158.0,2021-4-3 7:06
20210403,8905579.0,4915556.0,300546400.0,2021-4-4 7:03
20210404,6978565.0,4592638.0,300713740.0,2021-4-5 7:02
20210405,6802380.0,4736130.0,300895090.0,2021-4-6 7:14
20210406,8422713.0,5332024.0,301251330.0,2021-4-7 7:17
20210407,9891317.0,5332486.0,301637092.0,2021-4-8 7:11
20210408,9729322.0,5328674.0,302038722.0,2021-4-9 7:05
20210409,9956684.0,5389582.0,302549144.0,2021-4-10 6:57
20210410,9801614.0,5718980.0,302990866.0,2021-4-11 7:27
20210411,8918704.0,4818036.0,303337708.0,2021-4-13 10:15
20210412,9033930.0,5323312.0,303753270.0,2021-4-13 7:04
20210413,9069575.0,5243942.0,304175790.0,2021-4-14 7:23
20210414,9585159.0,5117198.0,304600440.0,2021-4-15 7:16
20210415,8696413.0,5210618.0,305046608.0,2021-4-16 10:31
20210416,8834967.0,5042770.0,305479070.0,2021-4-17 7:22
20210417,8366961.0,4557752.0,305836418.0,2021-4-18 7:23
20210418,7753798.0,4528602.0,306143202.0,2021-4-19 7:15
20210419,8679450.0,5116856.0,306638824.0,2021-4-20 7:07
20210420,9642756.0,5119874.0,307107762.0,2021-4-21 7:25
20210421,9593986.0,5121638.0,307634564.0,2021-4-22 7:20
20210422,8617992.0,5097342.0,308146016.0,2021-4-23 7:22
20210423,7655768.0,4969802.0,308610862.0,2021-4-24 7:14
20210424,7048745.0,4532136.0,308946452.0,2021-4-25 7:06
20210425,7114222.0,4942576.0,309401450.0,2021-4-26 7:20
20210426,7574708.0,4963106.0,309916152.0,2021-4-27 7:24
20210427,7551825.0,4773738.0,310500276.0,2021-4-28 7:20
20210428,7563129.0,4915416.0,311050336.0,2021-4-29 7:03
20210429,7543095.0,4819344.0,311567702.0,2021-4-30 7:24
20210430,7163957.0,4840438.0,312012340.0,2021-5-1 7:26
20210501,0.0,4450640.0,312207352.0,2021-5-2 7:23
20210502,6728783.0,4514922.0,312396178.0,2021-5-3 7:18
20210503,6896651.0,4703500.0,312575102.0,2021-5-4 7:30
20210504,6871284.0,4652668.0,312747118.0,2021-5-5 7:29
20210505,6862655.0,4627670.0,312929444.0,2021-5-6 7:24
20210506,9031794.0,5304694.0,313220202.0,2021-5-7 7:23
20210507,9811680.0,5281936.0,313579472.0,2021-5-8 7:35
20210508,9809435.0,5142746.0,313943826.0,2021-5-9 7:28
20210509,9139871.0,4817708.0,314221594.0,2021-5-10 7:22
20210510,10021274.0,5839110.0,314680532.0,2021-5-11 7:33
20210511,10382300.0,5196950.0,315099914.0,2021-5-12 7:13
20210512,9446415.0,5070850.0,315447908.0,2021-5-13 7:42
20210513,9153672.0,4969774.0,315873016.0,2021-5-14 7:22
20210514,9099190.0,5020944.0,316259346.0,2021-5-15 7:12
20210515,8540428.0,4688854.0,316539606.0,2021-5-16 7:10
20210516,8009509.0,4532184.0,316807540.0,2021-5-17 7:11
20210517,9018563.0,4724696.0,317239416.0,2021-5-18 7:20
20210518,9127972.0,4596140.0,317672028.0,2021-5-19 7:21
20210519,8524661.0,4546442.0,318126588.0,2021-5-20 6:57
20210520,8277901.0,2309248.0,34681974.0,2021-5-21 7:45
20210521,6745772.0,3106204.0,319211200.0,2021-5-22 7:35
20210522,5477900.0,3904992.0,319535008.0,2021-5-23 7:33
20210523,6261934.0,3812814.0,319866124.0,2021-5-24 7:11
20210524,7547438.0,4488810.0,320368994.0,2021-5-25 7:23
